category,position_title,tfidf_similarity,embedding_similarity,skill_overlap,length_diff,weighted_skill_overlap,experience_gap,keyword_strength,section_similarity,label
CONSTRUCTION,Senior Sales Marketing Specialist (Programmatic),0.05364432598233361,0.050962109683216926,0.5,0.0,0.5,0.0,0.125,0.0,0
SALES,Administrative Assistant,0.03406450900251287,0.032361283552387224,1.0,0.0,0.5,0.0,0.0,0.0,0
APPAREL,Accountant,0.026559572415237712,0.025231593794475825,0.0,0.495,0.5,0.0,0.0,0.0,0
AVIATION,Project Managers,0.061342999166673184,0.058275849208339524,0.0,0.09566666666666666,0.5,0.0,0.0,0.05587133836695711,0
DESIGNER,"Equity Research Associate, Biotechnology",0.022143048248935863,0.021035895836489068,0.0,0.189,0.5,0.0,0.125,0.00703838537586542,1
HR,Senior Talent Acquisition Specialist,0.08996438658397302,0.08546616725477436,0.5,0.5803333333333334,0.5,0.0,0.0,0.03470268325408694,1
ACCOUNTANT,"Commission Sales Associate - Men's, Full Time - Beverly Center",0.0272598833301946,0.025896889163684867,0.5,0.0,0.5,0.0,0.0,0.0,1
ADVOCATE,"Holman Frenia Allison, PC Hiring for Audit Staff Accountant Job at...",0.05056111034398027,0.04803305482678125,0.0,0.2613333333333333,0.5,0.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,Growth Marketing Specialist,0.07268501643881645,0.06905076561687562,0.5,0.412,0.5,0.0,0.125,0.0,1
INFORMATION-TECHNOLOGY,Entry Level Software Engineer,0.07054885052484954,0.06702140799860705,0.5,0.0,0.5,0.0,0.0,0.009288696133205139,1
ENGINEERING,Front-End Engineer/UI Developer,0.06050787377381723,0.05748248008512637,0.5,0.0,0.5,0.0,0.0,0.0,1
FINANCE,Marketing Director,0.0,0.0,0.5,0.9773333333333334,0.5,6.0,0.0,0.0,0
FINANCE,Bank Teller,0.06389925184100388,0.060704289248953686,0.5,0.8303333333333334,0.5,0.0,0.0,0.0,1
HEALTHCARE,Patient Services Specialist (Remote),0.15329839825690617,0.14563347834406085,0.5,0.0,0.5,0.0,0.0,0.030389695448359705,1
FITNESS,Senior Software Engineer -  Virtualization Group - (Remote),0.03746964386964669,0.035596161676164355,0.0,0.0,0.5,0.0,0.0,0.0,0
CONSTRUCTION,Software Engineer,0.0693267257017428,0.06586038941665565,0.5,0.0,0.5,10.0,0.0,0.0,0
ARTS,"Administrative Assistant III (Part time) – Remote, Work from Anywhere",0.032871944656016144,0.031228347423215334,0.5,0.0,0.5,15.0,0.125,0.0,1
CONSTRUCTION,Remote Customer Service Associate,0.03820328347143453,0.0362931192978628,0.5,0.07533333333333334,0.5,0.0,0.0,0.01771666146820828,1
FINANCE,Fraud Systems Analyst (REMOTE OPPORTUNITY),0.09635085351757658,0.09153331084169775,0.5,0.0,0.5,0.0,0.0,0.036480010519633066,1
DIGITAL-MEDIA,Remote Education Advocate,0.05014434121170817,0.047637124151122756,0.5,0.17566666666666667,0.5,6.0,0.0,0.033276471818297466,0
ACCOUNTANT,Compliance Manager,0.07264581490504243,0.06901352415979031,0.5,0.0,0.5,15.0,0.125,0.0,0
HEALTHCARE,Escalations Specialist - Customer/Patient Experience Coordinator - Full Time Contract/Remote,0.12644788280309271,0.12012548866293807,0.5,0.0,0.5,6.0,0.0,0.0,1
HR,CEO - Cannabis & Investment,0.057889081009523315,0.054994626959047145,0.0,0.0,0.5,0.0,0.125,0.0,0
PUBLIC-RELATIONS,Class A - Regional Truck Driver - Home Weekly - Out 2 Days or Less,0.028020257976047444,0.02661924507724507,0.5,0.7256666666666667,0.5,0.0,0.0,0.0,0
ENGINEERING,Senior / Lead Software Engineer (Remote),0.06301339388833446,0.059862724193917735,0.0,0.008666666666666666,0.0,0.0,0.0,0.0,1
ACCOUNTANT,"Assurance Senior, Public Accounting",0.06389779004253078,0.06070290054040424,0.5,0.21566666666666667,0.5,7.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Digital Marketing Sales - Own the Territory – Run the Show,0.03636241717865932,0.03454429631972635,0.5,0.666,0.5,0.0,0.0,0.045582853388504305,0
FITNESS,"Senior Sales Executive- Revenue Cycle Management - MI, OH, KY, IN",0.05663482747275343,0.05380308609911576,0.5,0.0,0.5,0.0,0.0,0.0,0
SALES,Remote Fraud Support Call Center Representative (CCC),0.033066902475742024,0.03141355735195492,0.5,0.07566666666666666,0.5,21.0,0.0,0.01401672900704981,0
FINANCE,VP of Finance (East Meadow),0.10529518739230247,0.10003042802268734,0.5,0.0,0.5,20.0,0.0,0.0,1
INFORMATION-TECHNOLOGY,Part-Time Customer Service Representative (Remote),0.12073915924806254,0.1147022012856594,0.0,0.17,0.5,0.0,0.0,0.019590198934076715,1
AVIATION,Escalations Specialist - Customer/Patient Experience Coordinator - Full Time Contract/Remote,0.01998110805864823,0.018982052655715818,0.5,0.0,0.5,0.0,0.0,0.0,0
DIGITAL-MEDIA,VP Marketing,0.144199261401098,0.1369892983310431,0.5,0.0,0.5,0.0,0.0,0.0,1
ARTS,Bilingual Care Advocate (Hebrew),0.04989582763406387,0.047401036252360675,0.5,0.0,0.5,0.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,Account Executive,0.10308058393286226,0.09792655473621914,0.5,0.0,0.5,5.0,0.0,0.057170290399349816,1
CONSTRUCTION,Staff Software Engineer - SMB - Marketing Enablement,0.02909509597956142,0.027640341180583346,0.0,0.0,0.0,0.0,0.125,0.0,0
CONSTRUCTION,Office Clerk,0.04156561307072518,0.039487332417188915,1.0,0.0,0.5,20.0,0.0,0.03321186145264135,0
DIGITAL-MEDIA,Supply Chain Analyst,0.02696078502945867,0.025612745777985734,0.5,0.208,0.5,0.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,Sr. Director/Head of Strategy and Business Operations,0.06181248290716516,0.0587218587618069,0.5,0.0,0.5,0.0,0.0,0.0,1
FITNESS,Systems Administrator,0.032871287904390326,0.03122772350917081,0.0,0.0,0.0,0.0,0.25,0.0,0
HEALTHCARE,Construction Project Manager,0.032987796152636,0.0313384063450042,0.0,0.4796666666666667,0.5,0.0,0.0,0.0,0
TEACHER,"Academic Dean, VOICE Charter School",0.1521703152724614,0.14456179950883832,0.5,0.0,0.5,0.0,0.0,0.0,1
CONSULTANT,Bank Teller,0.009779527250788376,0.009290550888248957,0.5,0.8356666666666667,0.5,0.0,0.125,0.018220597824538522,0
ADVOCATE,Project Manager,0.04777011139290006,0.04538160582325505,0.0,0.18466666666666667,0.5,0.0,0.0,0.021603569307436458,0
DIGITAL-MEDIA,Marketing Director,0.0,0.0,0.5,0.9773333333333334,0.5,0.0,0.125,0.0,1
HEALTHCARE,Career Coach,0.04845046952134806,0.046027946045280654,0.5,0.11566666666666667,0.5,20.0,0.0,0.0,0
ENGINEERING,"Sales Associate (Providence, RI)",0.0577997416470772,0.054909754564723336,0.5,0.0,0.5,10.0,0.0,0.012820054611406149,0
CONSTRUCTION,Commercial Contracts Attorney,0.04171335747371612,0.03962768960003031,0.5,0.06633333333333333,0.5,0.0,0.0,0.0,0
SALES,"Furniture Sales Associates - Bridgewater, N.J.",0.13184779846290898,0.12525540853976352,0.5,0.23633333333333334,0.5,0.0,0.0,0.09525577026054524,1
DIGITAL-MEDIA,Content Creator,0.10452755561570709,0.09930117783492173,0.5,0.0,0.5,0.0,0.0,0.0159918142441557,1
INFORMATION-TECHNOLOGY,C++ Embedded Engineer with Security Clearance,0.10615660290715322,0.10084877276179555,0.5,0.216,0.5,0.0,0.0,0.0,1
DESIGNER,Talent Acquisition Manager,0.04505014372507343,0.04279763653881976,0.5,0.15233333333333332,0.5,0.0,0.0,0.0,1
FINANCE,Accounting Clerk,0.10263910637841638,0.09750715105949555,1.0,0.217,0.5,0.0,0.0,0.0,1
FINANCE,Project Manager,0.043754470732197334,0.041566747195587464,0.5,0.5243333333333333,0.5,0.0,0.0,0.0,0
AGRICULTURE,Travel Nurse - RN - TELE - Telemetry - $2397.79 / Week,0.05115597515726477,0.04859817639940153,0.5,0.0,0.5,20.0,0.0,0.0,0
FINANCE,Dishwasher,0.078060326535298,0.0741573102085331,0.5,0.0,0.5,0.0,0.125,0.024891331003878144,0
SALES,"Senior Director, Sales - Retail & E-Commerce (Monsey)",0.0965677640989018,0.09173937589395671,0.5,0.0,0.5,21.0,0.0,0.0,1
DIGITAL-MEDIA,Vice president marketing,0.12409024001067563,0.11788572801014184,0.0,0.07666666666666666,0.5,0.0,0.0,0.12351260201046471,1
BPO,Customer Support Agent (remote),0.046888546405571684,0.0445441190852931,0.5,0.0,0.5,8.0,0.0,0.014717538771354843,1
AVIATION,Executive Assistant,0.045597661956867194,0.04331777885902383,0.0,0.0,0.5,0.0,0.125,0.0,0
HEALTHCARE,Registered Nurse (RN-CA02-007),0.08059444516988382,0.07656472291138962,0.5,0.0,0.5,0.0,0.0,0.0,1
AVIATION,Entry-Level Sales,0.04035457700760341,0.038336848157223234,0.5,0.502,0.5,4.0,0.0,0.0,0
DIGITAL-MEDIA,Marketing Director,0.12588409054969577,0.11958988602221098,0.5,0.0,0.5,5.0,0.25,0.0,1
APPAREL,Senior Data Analyst,0.05004393863880182,0.04754174170686173,0.5,0.0,0.5,0.0,0.125,0.0,0
INFORMATION-TECHNOLOGY,IT Help Desk Technical Support Agent (Remote/Telecommute),0.1774597625362083,0.16858677440939787,0.5,0.0,0.5,0.0,0.0,0.009895827641854295,1
HEALTHCARE,Talent Acquisition Advisor (Healthcare)   REMOTE,0.044106568016971666,0.04190123961612308,0.5,0.0,0.5,3.0,0.0,0.029550839251705183,1
TEACHER,CDL Team Truck Driver and Lease Operators +,0.02171104524783837,0.02062549298544645,0.5,0.3383333333333333,0.5,16.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,Fitness Coach,0.05971392415877672,0.05672822795083789,0.5,0.0,0.5,0.0,0.0,0.008956215016979139,0
BANKING,Executive Assistant to President,0.027797930543527714,0.026408034016351327,0.5,0.0,0.5,0.0,0.0,0.009299241445215033,0
AVIATION,Data Entry Clerk,0.0,0.0,0.5,0.9697396199859254,0.5,0.0,0.0,0.0,0
SALES,Clinical Account Executive,0.0655013695446412,0.06222630106740913,0.5,0.017319016279875303,0.5,30.0,0.0,0.0,1
HR,"HR Director, Americas",0.047081934746307105,0.04472783800899175,0.5,0.0,0.5,0.0,0.0,0.028522228197335322,1
HR,Admin/Clerical Recruiter,0.1032777915457848,0.09811390196849555,0.5,0.0,0.5,0.0,0.125,0.04379443289128509,1
INFORMATION-TECHNOLOGY,Data Entry Clerk,0.04679686663934096,0.04445702330737391,0.5,0.32595053525286083,0.5,0.0,0.0,0.03962509761182105,1
PUBLIC-RELATIONS,"Office Specialist I, Behavioral Health, Full Time/Days",0.02357524903344851,0.022396486581776086,0.5,0.3636666666666667,0.5,80.0,0.0,0.017720014358900114,0
CHEF,Commercial Real Estate Attorney,0.018650364010400308,0.01771784580988029,0.5,0.5706666666666667,0.5,10.0,0.0,0.0,0
SALES,Entry Level Customer Service Representative (Remote),0.05527065240346018,0.05250711978328717,0.5,0.053,0.5,29.0,0.0,0.08276373892755096,0
AVIATION,Retail Furniture Sales Consultant,0.03907375894050795,0.03712007099348255,0.5,0.4046666666666667,0.5,0.0,0.0,0.0,0
FINANCE,"Senior Analyst, ECommerce, Search Marketing",0.0668525941128495,0.06350996440720702,0.5,0.0,0.5,0.0,0.0,0.0,1
APPAREL,Associate Software Engineering,0.04717476733994856,0.04481602897295113,0.5,0.419,0.5,0.0,0.0,0.11134390411447995,0
APPAREL,Senior UI Designer,0.021615147432449994,0.020534390060827492,0.5,0.0,0.5,0.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,"Business Development Manager, NA Marketing Services",0.10933287529213553,0.10386623152752875,0.5,0.0,0.5,23.0,0.125,0.0,1
DIGITAL-MEDIA,Part-Time Retail Sales Associate,0.042405345299244356,0.040285078034282135,0.5,0.0,0.5,0.0,0.125,0.01946507900237298,0
CONSULTANT,MARKETING SPECIALIST,0.02687240064170125,0.025528780609616185,0.5,0.5596666666666666,0.5,0.0,0.25,0.03271585274379146,0
SALES,"Senior Director, Sales - Retail & E-Commerce (Monsey)",0.032723494255699134,0.031087319542914178,0.5,0.0,0.5,0.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,"Business Analyst, ACS Publications Sales",0.09238498829343153,0.08776573887875995,0.0,0.0,0.0,0.0,0.125,0.02868955639788543,1
INFORMATION-TECHNOLOGY,Systems Administrator,0.13946077177904115,0.13248773319008908,0.0,0.0,0.5,0.0,0.0,0.05576313448623301,1
ACCOUNTANT,Entry Level Office Assistant,0.08465550456944691,0.08042272934097457,0.5,0.504,0.5,0.0,0.0,0.057550956548250674,0
ADVOCATE,Executive Assistant,0.09640458134232786,0.09158435227521147,0.5,0.09985207100591716,0.5,10.0,0.0,0.0,0
HEALTHCARE,"Attorney, CAMBA Legal Services, Brooklyn",0.04523962744769763,0.04297764607531275,0.5,0.0,0.5,8.0,0.0,0.05325383733705391,0
SALES,Warehouse Manager,0.015839193621084907,0.015047233940030661,0.5,0.8286666666666667,0.5,0.0,0.125,0.0,1
AVIATION,Satellite TV Installer - Entry Level,0.06542249737843875,0.06215137250951681,0.5,0.0,0.5,0.0,0.0,0.027132234845126644,0
DIGITAL-MEDIA,"Vice President, Marketing, MSNBC",0.08241969331482447,0.07829870864908324,0.0,0.0,0.5,5.0,0.0,0.031306876498024105,1
BANKING,VP of Finance (East Meadow),0.09720574849706427,0.09234546107221106,0.5,0.0,0.5,0.0,0.0,0.0,0
SALES,Sales And Marketing Representative,0.0930336153222307,0.08838193455611916,0.5,0.658,0.5,6.0,0.0,0.12469840357426151,1
AVIATION,Marketing Intern,0.014705694100308375,0.013970409395292956,0.5,0.9103333333333333,0.5,0.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Account Executive (Inside Sales),0.04623914472444325,0.04392718748822109,0.0,0.4066666666666667,0.5,10.0,0.0,0.030419320464233957,1
ARTS,Career Coach Waitlist (Part-time/Contract/US Remote),0.033570873827382004,0.031892330136012906,0.0,0.4066666666666667,0.0,0.0,0.0,0.010301816729745849,1
ADVOCATE,Senior Software Engineer,0.04164550959166324,0.03956323411208008,0.0,0.0,0.5,4.0,0.0,0.0,0
AVIATION,Sales Associate,0.029176791566605263,0.027717951988274998,0.5,0.3313333333333333,0.5,0.0,0.0,0.02235839077662293,0
FINANCE,Business Analyst- Supply Chain,0.050404516764727465,0.04788429092649109,0.0,0.0,0.5,0.0,0.0,0.007529693065135644,1
FITNESS,Project Manager/Ship Manager,0.037239897680666295,0.03537790279663298,0.5,0.0,0.5,0.0,0.0,0.0,0
DIGITAL-MEDIA,Travel STNA,0.0350037516316314,0.033253564050049825,0.5,0.24766666666666667,0.5,0.0,0.0,0.018307815114214795,0
BUSINESS-DEVELOPMENT,"Software Engineer, Test, Advertising",0.0038869458091199726,0.003692598518663974,0.5,0.762,0.5,10.0,0.0,0.0,0
DIGITAL-MEDIA,"Regional Sales Director, SAP - NE - United States",0.05585269474861089,0.05306006001118034,0.0,0.5013333333333333,0.0,6.0,0.0,0.0,1
DIGITAL-MEDIA,Staff Software Engineer - SMB - Marketing Enablement,0.03955786335851782,0.03757997019059193,0.0,0.13066666666666665,0.0,5.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Development Associate,0.11327254935774866,0.10760892188986122,0.5,0.0,0.5,0.0,0.0,0.0,1
ADVOCATE,Commercial Contracts Attorney,0.06587512718952836,0.06258137083005194,0.5,0.06633333333333333,0.5,0.0,0.0,0.021866513348000355,1
SALES,Sales Executive III Client Management,0.05465235491493952,0.05191973716919254,0.5,0.0,0.5,21.0,0.0,0.13460826556129063,1
INFORMATION-TECHNOLOGY,Technical Support Agent (Remote CT/MT/PT USA),0.14355850459046332,0.13638057936094014,0.5,0.0,0.5,0.0,0.0,0.0,0
HR,Solo Class A CDL Driver,0.03860111794078464,0.03667106204374541,0.5,0.5143333333333333,0.5,0.0,0.125,0.02686156184842425,0
HR,$17.50hr - Patient Advocate - Part Time Position - Mon - Fri ...,0.058188568306410865,0.05527913989109032,0.5,0.7193333333333334,0.5,0.0,0.0,0.0,1
CONSULTANT,General Office Clerk,0.028973633174225334,0.027524951515514068,0.5,0.49233333333333335,0.5,0.0,0.0,0.0,0
DIGITAL-MEDIA,Warehouse Manager,0.01648986414320377,0.01566537093604358,0.5,0.8286666666666667,0.5,0.0,0.125,0.0,0
SALES,Sales Associate / Design Consultant - Full Time,0.15103127711452122,0.14347971325879516,0.5,0.18466666666666667,0.5,0.0,0.0,0.08827605875495109,1
FITNESS,Career Coach Waitlist (Part-time/Contract/US Remote),0.07403899409542597,0.07033704439065466,0.0,0.0,0.0,5.0,0.125,0.014098615477945588,1
AUTOMOBILE,Registered Nurse - RN - Senior Care!,0.017531576775977848,0.016654997937178954,0.5,0.31266666666666665,0.5,0.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,College and Career Advisor - Cuyahoga County,0.07665709635811897,0.07282424154021302,0.0,0.0,0.5,0.0,0.0,0.0,1
ADVOCATE,Career Coach Waitlist (Part-time/Contract/US Remote),0.046751184487360674,0.04441362526299264,0.0,0.0,0.0,0.0,0.0,0.007298607061272382,0
BANKING,Ecommerce Account Manager,0.10993059302814279,0.10443406337673564,0.5,0.0,0.5,0.0,0.125,0.042214220278677606,0
BUSINESS-DEVELOPMENT,Accountant,0.06557202209037787,0.062293420985858966,0.0,0.42233333333333334,0.5,30.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Project Manager - Strategy & Operations Transformation Lead,0.029418880809305926,0.02794793676884063,0.5,0.694,0.5,0.0,0.125,0.0,1
BUSINESS-DEVELOPMENT,Senior Accountant,0.050856855282641174,0.048314012518509114,0.0,0.426,0.5,0.0,0.25,0.0,1
DIGITAL-MEDIA,Marketing Specialist,0.06317086463370679,0.060012321402021444,0.5,0.4584070796460177,0.5,0.0,0.0,0.0,1
CONSTRUCTION,Entry Level - Transaction Monitoring Investigator ,0.05176861258237826,0.04918018195325935,0.0,0.0,0.5,0.0,0.125,0.02727528601709416,0
APPAREL,Tech Support Agent - Remote US,0.0620289751871338,0.058927526427777106,0.0,0.0,0.5,0.0,0.125,0.012444780329874176,0
ACCOUNTANT,Patient Services Specialist (Remote),0.03680852788098171,0.03496810148693263,0.5,0.2826666666666667,0.5,0.0,0.0,0.0,0
FINANCE,Infrastructure Services Project Manager,0.0427421624832768,0.040605054359112956,0.5,0.03833333333333333,0.5,25.0,0.0,0.0,0
AVIATION,MARKETING SPECIALIST,0.03309614081200326,0.031441333771403096,0.5,0.5596666666666666,0.5,0.0,0.125,0.0,1
HR,Senior graphic designer,0.03823001001087291,0.036318509510329264,0.0,0.3353333333333333,0.5,5.0,0.0,0.0,0
BPO,Senior Systems Administrator,0.028862710951694587,0.02741957540410986,0.0,0.0,0.0,5.0,0.0,0.0,0
SALES,Systems Administrator,0.04816945925488643,0.045760986292142106,0.0,0.0,0.0,25.0,0.125,0.0,0
INFORMATION-TECHNOLOGY,Data Analyst Manager,0.053758383408695286,0.05107046423826052,0.5,0.5514950166112956,0.5,0.0,0.0,0.022610009911739608,1
CONSTRUCTION,Customer Experience Specialist II - REMOTE,0.07286843593499043,0.0692250141382409,0.5,0.0,0.5,0.0,0.0,0.0,0
APPAREL,Technical Support Agent (Remote),0.05946663416348566,0.056493302455311374,0.5,0.0,0.5,0.0,0.0,0.04016142974192253,0
SALES,Sales & Marketing Specialist,0.02601160066541775,0.024711020632146863,0.5,0.6203333333333333,0.5,21.0,0.0,0.01817463202489415,1
ADVOCATE,Real Estate Paralegal or Executive Assistant,0.03605070396397807,0.034248168765779165,1.0,0.671,0.5,0.0,0.0,0.0,1
CHEF,Accountant,0.016129391119558998,0.015322921563581048,0.0,0.495,0.5,0.0,0.125,0.0,0
HEALTHCARE,Data Entry Operator Remote (Remote),0.06460260391842129,0.06137247372250022,0.5,0.5936666666666667,0.5,0.0,0.125,0.03535307457903288,0
ADVOCATE,Bilingual Care Advocate (Hebrew),0.06801431093110318,0.06461359538454801,0.5,0.0,0.5,25.0,0.125,0.0,1
INFORMATION-TECHNOLOGY,It Systems Administrator Ii,0.02607304332674797,0.02476939116041057,0.0,0.7323333333333333,0.5,0.0,0.0,0.01332973110722879,1
SALES,Business Sales Account Executive,0.03877496615469208,0.036836217846957474,0.5,0.0,0.5,0.0,0.0,0.01608304331771308,1
PUBLIC-RELATIONS,Director of Finance,0.08965930327782556,0.08517633811393428,0.5,0.0,0.5,0.0,0.0,0.02085151779321209,0
CONSULTANT,Digital Development Project Manager,0.09220327425130162,0.08759311053873653,0.0,0.0,0.5,10.0,0.125,0.0,0
ENGINEERING,Clerical,0.01360682693291418,0.012926485586268471,0.5,0.605,0.5,0.0,0.125,0.007171583458412237,0
DIGITAL-MEDIA,Entry-Level Commercial Real Estate Agent,0.0455578544361198,0.04327996171431381,0.5,0.0,0.5,0.0,0.0,0.0,0
PUBLIC-RELATIONS,Executive Assistant,0.03801158547265239,0.03611100619901977,1.0,0.012,0.5,0.0,0.125,0.0,0
PUBLIC-RELATIONS,Banking Center Supervisor,0.07130782463909027,0.06774243340713576,0.5,0.0,0.5,10.0,0.125,0.0,0
BUSINESS-DEVELOPMENT,E-Commerce Account Manager,0.127816912609291,0.12142606697882645,0.5,0.385,0.5,0.0,0.0,0.0,1
PUBLIC-RELATIONS,Project Manager,0.06375800175050397,0.06057010166297877,0.5,0.0,0.5,0.0,0.125,0.03047055554925791,1
ACCOUNTANT,Equity Research Biotech Associate,0.0821237902009168,0.07801760069087095,1.0,0.017666666666666667,0.5,20.0,0.0,0.035833896160367806,1
PUBLIC-RELATIONS,Customer Service Professional (REMOTE),0.08511486432554309,0.08085912110926594,0.5,0.188,0.5,4.0,0.0,0.02688261815190449,0
FITNESS,Commercial Contracts Lawyer,0.026247764709347,0.02493537647387965,0.5,0.450433471541651,0.5,0.0,0.0,0.0,0
CONSULTANT,Wordpress Developer,0.03926630438536381,0.03730298916609562,0.0,0.6413333333333333,0.5,10.0,0.0,0.0,0
ENGINEERING,Patient Care Tech,0.04013040005894098,0.03812388005599393,0.5,0.0,0.5,3.0,0.125,0.0,0
PUBLIC-RELATIONS,Senior Vice President of Property Management,0.08670891670330498,0.08237347086813973,0.5,0.0,0.5,0.0,0.0,0.03401718746286792,0
HR,Assistant Vice President Premier Relationship Manager,0.07184838026847101,0.06825596125504746,0.5,0.236,0.5,0.0,0.0,0.04992573967546624,0
TEACHER,Special education coordinator,0.03611228531024424,0.03430667104473203,0.5,0.6703333333333333,0.5,7.0,0.0,0.0,1
AGRICULTURE,"VP, Marketing - Advertising Revenue",0.06927517887249131,0.06581141992886674,0.5,0.0,0.5,0.0,0.0,0.04776271087105322,0
ACCOUNTANT,Full-Cycle Recruiter (Remote),0.05943921156934824,0.056467250990880825,0.5,0.009666666666666667,0.5,0.0,0.0,0.0,0
CHEF,Wordpress Web Developer,0.03476577174903224,0.03302748316158063,0.0,0.7886666666666666,0.5,0.0,0.125,0.0,0
ENGINEERING,Firmware Test Engineer,0.056502525880619485,0.05367739958658851,0.0,0.254,0.5,0.0,0.0,0.0,1
DIGITAL-MEDIA,Software Engineer (Remote),0.06678710592510897,0.06344775062885352,0.0,0.0,0.0,0.0,0.0,0.01325684619578574,0
HR,Senior eCommerce Engineer,0.0678516071514086,0.06445902679383816,0.5,0.0,0.5,0.0,0.0,0.0,0
HR,Senior Tech Recruiter (Remote),0.07816836700260182,0.07425994865247174,0.5,0.0,0.5,10.0,0.0,0.03657852151778796,1
DESIGNER,"Senior Business Associate, VP",0.03244941895924745,0.03082694801128508,0.5,0.0,0.5,20.0,0.125,0.0,0
FITNESS,Career Coach,0.0369775861325414,0.03512870682591433,0.5,0.11566666666666667,0.5,10.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Business Development Specialist,0.07174567810010651,0.06815839419510118,0.0,0.0,0.5,0.0,0.25,0.05267009209478907,1
FINANCE,Data Analyst/Manager,0.043459132419873786,0.041286175798880095,0.5,0.036333333333333336,0.5,19.0,0.125,0.0,1
HEALTHCARE,Marketing Director,0.06820302617717727,0.0647928748683184,0.0,0.0,0.5,16.0,0.125,0.0,0
ENGINEERING,"Senior Director, Digital Marketing - Remote",0.03315829462840368,0.031500379896983496,0.0,0.0,0.5,23.0,0.125,0.019382956987536552,0
INFORMATION-TECHNOLOGY,Manager Business Development,0.08468790355190586,0.08045350837431056,0.5,0.0,0.5,0.0,0.25,0.028924510495282118,1
ENGINEERING,Software test Engineer ( Entry Level ),0.04339354006080575,0.04122386305776546,0.5,0.7176666666666667,0.5,15.0,0.0,0.0,1
INFORMATION-TECHNOLOGY,Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...,0.0605022883888588,0.05747717396941586,0.5,0.0,0.5,0.0,0.0,0.0,0
HR,Mainframe Programmer Analyst,0.08167563536667162,0.07759185359833803,0.5,0.0,0.5,0.0,0.0,0.0,0
ACCOUNTANT,Sales Manager,0.01360064903542307,0.012920616583651916,0.5,0.6626666666666666,0.5,0.0,0.0,0.0,0
DIGITAL-MEDIA,Senior Real Estate Agent (Cleveland),0.053237463305371255,0.05057559014010269,0.5,0.4673333333333333,0.5,0.0,0.125,0.0,0
TEACHER,"Director, Strategy & Operations",0.06253032069339048,0.05940380465872096,0.0,0.05733333333333333,0.0,0.0,0.0,0.0,0
DIGITAL-MEDIA,Growth Marketing Specialist,0.08433855949422961,0.08012163151951812,0.5,0.412,0.5,30.0,0.0,0.0,1
ARTS,Supply Chain Analyst,0.06514914988988348,0.061891692395389296,0.5,0.03766666666666667,0.5,0.0,0.0,0.0,0
DESIGNER,Sr. E-Commerce Marketing Director,0.02007873074334712,0.019074794206179763,0.0,0.27404343329886244,0.5,0.0,0.125,0.027806978941543235,0
BANKING,Inventory Coordinator,0.0371990527738725,0.03533910013517887,0.5,0.2813333333333333,0.5,0.0,0.125,0.0,0
CONSULTANT,System Administrator,0.12641793216925507,0.1200970355607923,0.5,0.0,0.5,0.0,0.125,0.0,0
INFORMATION-TECHNOLOGY,Firmware Test Engineer,0.0890850712288537,0.08463081766741101,0.0,0.254,0.5,10.0,0.0,0.0,1
ENGINEERING,"Vans Retail Sales Associate (Beachwood Place Mall 496 Beachwood, OH)",0.056565478228841566,0.053737204317399485,0.5,0.0,0.5,20.0,0.25,0.018773272411812557,1
BUSINESS-DEVELOPMENT,Director of Development ,0.07313514320011898,0.06947838604011303,0.5,0.25766666666666665,0.5,0.0,0.0,0.010566102709338759,1
APPAREL,Data Analyst/Manager,0.07109624732821683,0.06754143496180598,0.5,0.036333333333333336,0.5,0.0,0.125,0.0,0
CHEF,Network System Administrator,0.0454707968886004,0.04319725704417038,0.0,0.0,0.0,0.0,0.125,0.0,0
CHEF,Real Estate Acquisitions Sales Associate - Start Immediately,0.042974988130779775,0.040826238724240786,0.5,0.09266666666666666,0.5,0.0,0.0,0.0,0
CONSULTANT,Entry Level Software Engineer,0.058278296681821176,0.05536438184773011,0.5,0.0,0.5,0.0,0.125,0.0,0
INFORMATION-TECHNOLOGY,Data Entry Specialist,0.03660908873902934,0.03477863430207787,0.5,0.25633333333333336,0.5,20.0,0.0,0.034756713208162995,1
DESIGNER,SR. Web Designer,0.07393673193008418,0.07023989533357997,0.5,0.0,0.5,0.0,0.125,0.005436742594752063,1
DESIGNER,Senior Tech Recruiter (Remote),0.05951335678061345,0.05653768894158278,0.5,0.0,0.5,5.0,0.0,0.0,1
BPO,Technical Support Agent (Remote CT/MT/PT USA),0.08332727376287528,0.07916091007473151,0.5,0.0,0.5,6.0,0.0,0.0,1
DESIGNER,Remote E-Commerce Technical Analyst,0.0651743222093648,0.061915606098896556,0.3333333333333333,0.0,0.5,34.0,0.0,0.0,0
